position,track,artist,featured_artists
69,Maybe,Machine Gun Kelly & Bring Me The Horizon,N/A
88,Sometimes,Juice WRLD,N/A
8,Plan A,Paulo Londra,N/A
58,Cool For The Summer,Demi Lovato,N/A
107,Arasan Da,UZI,N/A
117,IDGAF,BoyWithUke X blackbear,N/A
122,Pantysito,"Alejo, Feid & ROBI",N/A
122,Just A Cloud Away,Pharrell Williams,N/A
43,Wait A Minute!,Willow Smith,N/A
109,Over,Lucky Daye,N/A
23,X Ultima Vez,Daddy Yankee & Bad Bunny,N/A
29,Soy El Unico,Yahritza y Su Esencia,N/A
52,Sigue,J Balvin & Ed Sheeran,N/A
70,Make Up Sex,Machine Gun Kelly X blackbear,N/A
73,Chaotic,Tate McRae,N/A
82,Rumbaton,Daddy Yankee,N/A
36,Fuera del Mercado,Danny Ocean,N/A
104,We Go Up,Nicki Minaj & Fivio Foreign,N/A
123,Everlong,Foo Fighters,N/A
147,Remix,Daddy Yankee,N/A
118,Where Did You Go?,Jax Jones,MNEK
1,As It Was,Harry Styles,N/A
9,Still Life,BIGBANG,N/A
19,When You're Gone,Shawn Mendes,N/A
25,In My Head,Lil Tjay,N/A
138,Me Arrepenti,"Ak4:20, Pailita, & Cris Mj",N/A
140,Up At Night,Kehlani,Justin Bieber
70,When I Was Your Man,Bruno Mars,N/A
160,Stick,JID & J. Cole,Kenny Mason & Sheck Wes
168,Sign Of The Times,Harry Styles,N/A
15,Love Dive,IVE,N/A
174,Demasiadas Mujeres,C. Tangana,N/A
2,First Class,Jack Harlow,N/A
26,Right On,Lil Baby,N/A
27,In A Minute,Lil Baby,N/A
50,Psychofreak,Camila Cabello,WILLOW
93,Chance,Paulo Londra,N/A
96,That's Hilarious,Charlie Puth,N/A
127,Comedy,Gen Hoshino,N/A
130,London,BIA,J. Cole
151,Vampiro,"Matue, WIU & Teto",N/A
165,Hey Hey Rise Up,Pink Floyd,Andriy Khlyvnyuk
87,Crazy What Love Can Do,David Guetta & Becky Hill & Ella Henderson,N/A
136,Payphone,Maroon 5,Wiz Khalifa
14,Don't Think Jesus,Morgan Wallen,N/A
37,Flowers,Lauren Spencer Smith,N/A
61,Mixed Nuts,Official HIGE DANdism,N/A
6,About Damn Time,Lizzo,N/A
78,Darl+ing,SEVENTEEN,N/A
91,Shake It,"Kay Flock, Cardi B, Dougie B & Bory300",N/A
156,Angel Baby,Troye Sivan,N/A
172,No Ouvidinho,Felipe Amorim,N/A
128,Go,Cat Burns,N/A
116,10 Things I Hate About You,Leah Kate,N/A
14,Thousand Miles,The Kid LAROI,N/A
6,Provenza,Karol G,N/A
19,With You,HA SUNG WOON x Jimin,N/A
21,"Bzrp Music Sessions, Vol. 23",Bizarrap & Paulo Londra,N/A
51,Plan B,Megan Thee Stallion,N/A
73,Hold That Heat,"Southside, Travis Scott & Future",N/A
80,Scrape It Off,Pusha T,Lil Uzi Vert & Don Toliver
23,Something In The Orange,Zach Bryan,N/A
11,Te Felicito,Shakira & Rauw Alejandro,N/A
128,Dreamin Of The Past,Pusha T,Kanye West
130,Rock N Roll,Pusha T,Kanye West & Kid Cudi
148,Neck & Wrist,Pusha T,JAY-Z & Pharrell Williams
150,Tomorrow Me,Luke Combs,N/A
93,ZOOM,Jessi,N/A
178,We Made It,T-Low & Miksu / Macloud,N/A
56,Iris,Goo Goo Dolls,N/A
200,Si Quieren Frontear,"Quevedo, DuKi & De La Ghetto",N/A
2,Wait For U,Future,Drake & Tems
5,That That,PSY,SUGA
7,Puffin On Zootiez,Future,N/A
11,712PM,Future,N/A
17,I'm On One,Future,Drake
20,I'm Dat N***a,Future,N/A
23,Love You Better,Future,N/A
24,Honest,Justin Bieber & Don Toliver,N/A
26,Keep It Burnin,Future,Kanye West
37,Massaging Me,Future,N/A
40,For A Nut,Future,Gunna & Young Thug
43,Chickens,Future,EST Gee
46,Gold Stacks,Future,N/A
48,In The Stars,Benson Boone,N/A
59,Voodoo,Future,Kodak Black
66,We Jus Wanna Get High,Future,N/A
68,Holy Ghost,Future,N/A
91,Beautiful Girl,Luciano,N/A
92,Back To The Basics,Future,N/A
96,The Way Things Going,Future,N/A
99,Frozen,Lil Baby,N/A
106,House Of Memories,Panic! At The Disco,N/A
117,Love Me More,Sam Smith,N/A
24,Ultra Solo,Polima WestCoast,Pailita
69,Fearless,LE SSERAFIM,N/A
162,Tus Lagrimas,Mora & Sech,N/A
175,Livin' On A Prayer,Bon Jovi,N/A
2,Moscow Mule,Bad Bunny,N/A
2,Me Porto Bonito,Bad Bunny & Chencho Corleone,N/A
4,Titi Me Pregunto,Bad Bunny,N/A
4,Ojitos Lindos,Bad Bunny & Bomba Estereo,N/A
7,Despues de La Playa,Bad Bunny,N/A
8,Party,Bad Bunny & Rauw Alejandro,N/A
9,Tarot,Bad Bunny & Jhay Cortez,N/A
11,Un Ratito,Bad Bunny,N/A
14,Yo No Soy Celoso,Bad Bunny,N/A
16,Neverita,Bad Bunny,N/A
17,La Corriente,Bad Bunny & Tony Dize,N/A
18,Me Fui de Vacaciones,Bad Bunny,N/A
7,Efecto,Bad Bunny,N/A
20,Dos Mil 16,Bad Bunny,N/A
23,Un Verano Sin Ti,Bad Bunny,N/A
24,Andrea,Bad Bunny & Buscabulla,N/A
25,The Heart Part 5,Kendrick Lamar,N/A
27,Aguacero,Bad Bunny,N/A
28,Otro Atardecer,Bad Bunny & The Marias,N/A
29,Un Coco,Bad Bunny,N/A
30,Ensename A Bailar,Bad Bunny,N/A
31,Dua Lipa,Jack Harlow,N/A
35,El Apagon,Bad Bunny,N/A
38,Churchill Downs,Jack Harlow,Drake
32,Thought You Should Know,Morgan Wallen,N/A
41,Callaita,Bad Bunny & Tainy,N/A
43,Agosto,Bad Bunny,N/A
35,This Love (Taylor's Version),Taylor Swift,N/A
37,Hold My Hand,Lady Gaga,N/A
117,D.M.B.,A$AP Rocky,N/A
119,I'd Do Anything To Make You Smile,Jack Harlow,N/A
120,Whiskey On You,Nate Smith,N/A
131,Young Harleezy,Jack Harlow,N/A
147,Side Piece,Jack Harlow,N/A
152,Movie Star,Jack Harlow,Pharrell Williams
158,I Got A Shot,Jack Harlow,N/A
164,Poison,Jack Harlow,Lil Wayne
179,Like A Blade Of Grass,Jack Harlow,N/A
180,Talk Of The Town,Jack Harlow,N/A
186,Good Boy Gone Bad,TOMORROW X TOGETHER,N/A
198,Parent Trap,Jack Harlow,Justin Timberlake
28,Vegas,Doja Cat,N/A
2,N95,Kendrick Lamar,N/A
7,Die Hard,"Kendrick Lamar, Blxst & Amanda Reifer",N/A
9,United In Grief,Kendrick Lamar,N/A
13,Father Time,Kendrick Lamar,Sampha
15,Silent Hill,Kendrick Lamar & Kodak Black,N/A
16,Rich Spirit,Kendrick Lamar,N/A
18,Worldwide Steppers,Kendrick Lamar,N/A
20,We Cry Together,Kendrick Lamar & Taylour Paige,N/A
21,Count Me Out,Kendrick Lamar,N/A
22,You Proof,Morgan Wallen,N/A
24,Purple Hearts,"Kendrick Lamar, Summer Walker & Ghostface Killah",N/A
26,Savior,"Kendrick Lamar, Baby Keem, & Sam Dew",N/A
17,Cooped Up,Post Malone,Roddy Ricch
34,Rich (Interlude),Kendrick Lamar,N/A
41,Mr. Morale,Kendrick Lamar & Tanna Leone,N/A
42,Crown,Kendrick Lamar,N/A
50,Auntie Diaries,Kendrick Lamar,N/A
53,Savior (Interlude),Kendrick Lamar,N/A
63,Mirror,Kendrick Lamar,N/A
65,Mother I Sober,Kendrick Lamar,Beth Gibbons
69,M87,Kenshi Yonezu,N/A
85,Stefania,Kalush Orchestra,N/A
93,Space Man,Sam Ryder,N/A
11,Until I Found You,Stephen Sanchez,N/A
114,Supermodel,Maneskin,N/A
132,The Foundations Of Decay,My Chemical Romance,N/A
151,SloMo,Chanel,N/A
39,Last Last,Burna Boy,N/A
75,Only Love Can Hurt Like This,Paloma Faith,N/A
195,Buga,Kizz Daniel,Tekno
2,Late Night Talking,Harry Styles,N/A
5,Music For A Sushi Restaurant,Harry Styles,N/A
6,Matilda,Harry Styles,N/A
10,Little Freak,Harry Styles,N/A
12,Daylight,Harry Styles,N/A
13,Grapejuice,Harry Styles,N/A
17,Cinema,Harry Styles,N/A
18,Satellite,Harry Styles,N/A
20,Love Of My Life,Harry Styles,N/A
21,Daydreaming,Harry Styles,N/A
22,Keep Driving,Harry Styles,N/A
23,Boyfriends,Harry Styles,N/A
100,La Llevo Al Cielo,"Chris Jedi, Chencho Corleone, Anuel AA & Nengo Flow",N/A
77,Hotel Lobby (Unc And Phew),Quavo & Takeoff,N/A
100,Acorda Pedrinho,Jovem Dionisio,N/A
156,Tout Va Bien,Alonzo,Ninha & Naps
117,Fall In Love,Bailey Zimmerman,N/A
26,Sunroof,Nicky Youre & dazy,N/A
1,Running Up That Hill (A Deal With God),Kate Bush,N/A
22,True Love,Kanye West & XXXTENTACION,N/A
30,Potion,"Calvin Harris, Dua Lipa & Young Thug",N/A
83,Die Young,Sleepy Hallow,347aidan
91,Hot,SEVENTEEN,N/A
43,One Kiss,Calvin Harris & Dua Lipa,N/A
107,Don't Blame Me,Taylor Swift,N/A
139,Sleazy Flow,SleazyWorld Go,Lil Baby
130,Danger Zone,Kenny Loggins,N/A
171,En El Radio Un Cochinero,Victor Cibrian,N/A
90,Habit,SEKAI NO OWARI,N/A
7,I Like You (A Happier Song),Post Malone,Doja Cat
43,Wrapped Around Your Finger,Post Malone,N/A
47,I Cannot Be (A Sadder Song),Post Malone,Gunna
53,Reputation,Post Malone,N/A
54,Lemon Tree,Post Malone,N/A
61,Wasting Angels,Post Malone,The Kid LAROI
66,Distraction,Polo G,N/A
70,Insane,Post Malone,N/A
5,I Ain't Worried,OneRepublic,N/A
89,Love/Hate Letter To Alcohol,Post Malone,Fleet Foxes
108,Pass The Dutchie,Musical Youth,N/A
152,When I'm Alone,Post Malone,N/A
154,295,Sidhu Moose Wala,N/A
81,Everybody Wants To Rule The World,Tears For Fears,N/A
172,Euthanasia,Post Malone,N/A
2,Yet To Come,BTS,N/A
2,Glimpse Of Us,Joji,N/A
12,Run BTS,BTS,N/A
30,For Youth,BTS,N/A
36,Born Singer,BTS,N/A
41,Cash In Cash Out,Pharrell Williams,"21 Savage & Tyler, The Creator"
59,Rock And A Hard Place,Bailey Zimmerman,N/A
62,So Good,Halsey,N/A
65,"Bzrp Music Sessions, Vol. 51",Bizarrap & Villano Antillano,N/A
66,Numb,Marshmello & Khalid,N/A
20,New Genesis,Ado,N/A
3,Jimmy Cooks,Drake,21 Savage
7,Falling Back,Drake,N/A
8,Sticky,Drake,N/A
10,Massive,Drake,N/A
14,Texts Go Green,Drake,N/A
6,Break My Soul,Beyonce,N/A
22,A Keeper,Drake,N/A
23,Calling My Name,Drake,N/A
27,Currents,Drake,N/A
32,Flight's Booked,Drake,N/A
41,Overdrive,Drake,N/A
38,The Kind Of Love We Make,Luke Combs,N/A
50,Liability,Drake,N/A
53,Tie That Binds,Drake,N/A
55,Down Hill,Drake,N/A
108,U-Digg,"Lil Baby, 42 Dugg & Veeze",N/A
149,Slow Dancing In The Dark,Joji,N/A
103,Call Me Everyday,Chris Brown,WizKid
103,Don't You Worry,"Black Eyed Peas, Shakira + David Guetta",N/A
25,Ferrari,James Hype & Miggy Dela Rosa,N/A
132,Belly Dancer,Imanbek & BYOR,N/A
5,Left And Right,Charlie Puth,Jung Kook
30,POP!,NAYEON,N/A
45,Carolina,Taylor Swift,N/A
54,From The D 2 The LBC,Eminem & Snoop Dogg,N/A
77,Late To Da Party (F*CK BET),Lil Nas X & Youngboy Never Broke Again,N/A
122,Psychic,Chris Brown,Jack Harlow
124,Sharks,Imagine Dragons,N/A
81,She Had Me At Heads Carolina,Cole Swindell,N/A
152,Bandido,Ze Felipe & MC Mari,N/A
184,Life's Too Short,aespa,N/A
18,Night Changes,One Direction,N/A
102,Afraid To Feel,LF SYSTEM,N/A
15,More,j-hope,N/A
20,Master Of Puppets,Metallica,N/A
29,Hot Shit,"Cardi B, Ye & Lil Durk",N/A
136,Hot In It,Tiesto & Charli XCX,N/A
137,Separate Ways (Worlds Apart) (Bryce Miller/Alloy Tracks Remix),Journey,N/A
66,Ojos Marrones,Lasso,N/A
3,Calm Down,Rema & Selena Gomez,N/A
156,Africa,Toto,N/A
1,"Bzrp Music Sessions, Vol. 52",Bizarrap & Quevedo,N/A
42,Girls,aespa,N/A
52,For My Hand,Burna Boy,Ed Sheeran
8,Bad Habit,Steve Lacy,N/A
67,All Mine,Brent Faiyaz,N/A
75,Normal,Feid,N/A
81,Loose Change,Brent Faiyaz,N/A
81,Betty (Get Money),Yung Gravy,N/A
42,Layla,DJ Robin & Schurze,N/A
143,Price Of Fame,Brent Faiyaz,N/A
18,Snap,Rosa Linn,N/A
6,La Bachata,Manuel Turizo,N/A
186,Ai Preto,"DJ Biel do Furduncinho, L7nnon & Bianca",N/A
197,La Loto,"TINI, Becky G & Anitta",N/A
38,Arson,j-hope,N/A
71,Sneakers,iTZY,N/A
73,Stay With Me,Calvin Harris,"Justin Timberlake, Halsey & Pharrell"
101,2 Be Loved (Am I Ready),Lizzo,N/A
113,Pipoco,"Ana Castela, Melody & DJ Chris No Beat",N/A
184,W / X / Y,Tani Yuuki,N/A
186,Ame Sansan,King Gnu,N/A
73,Summertime Sadness,Lana Del Rey vs. Cedric Gervais,N/A
19,Doja,Central Cee,N/A
25,TV,Billie Eilish,N/A
40,Givenchy,DuKi,N/A
50,The 30th,Billie Eilish,N/A
69,Are You Entertained,Russ & Ed Sheeran,N/A
3,Under The Influence,Chris Brown,N/A
141,Cachorrinhas,Luisa Sonza,N/A
153,Progress,John Rich,N/A
119,I Was Never There,The Weeknd,Gesaffelstein
180,Love Lost,Mac Miller,N/A
181,"Kesariya (From ""Brahmastra: Part One: Shiva"")",Arijit Singh,N/A
153,El Rescate,Marca Registrada + Junior H,N/A
187,Pressurelicious,Megan Thee Stallion,Future
6,Despecha,Rosalia,N/A
12,Cuff It,Beyonce,N/A
15,Alien Superstar,Beyonce,N/A
19,Church Girl,Beyonce,N/A
20,I'm That Girl,Beyonce,N/A
23,Energy,Beyonce,BEAM
27,Cozy,Beyonce,N/A
38,Summer Renaissance,Beyonce,N/A
46,Virgo's Groove,Beyonce,N/A
47,Plastic Off The Sofa,Beyonce,N/A
52,Heated,Beyonce,N/A
53,Move,Beyonce,Grace Jones & Tems
55,Thique,Beyonce,N/A
62,Pure/Honey,Beyonce,N/A
71,Never Sleep,"NAV, Travis Scott & Lil Baby",N/A
40,America Has A Problem,Beyonce,Kendrick Lamar
82,All Up In Your Mind,Beyonce,N/A
46,August,Taylor Swift,N/A
109,Victoria’s Secret,Jax,N/A
60,Ready For Love,BLACKPINK,N/A
6,Bad Decisions,"benny blanco, BTS & Snoop Dogg",N/A
10,Staying Alive,DJ Khaled,Drake & Lil Baby
67,Forever 1,Girls' Generation,N/A
75,Come Back Home,Sofia Carson,N/A
54,Attention,NewJeans,N/A
51,Como Dormiste?,Rels B,N/A
52,Hype Boy,NewJeans,N/A
119,Umm Hmm,YoungBoy Never Broke Again,N/A
129,Si Te La Encuentras Por Ahi,Feid,N/A
73,Backlight,Ado,N/A
181,Home Ain't Home,YoungBoy Never Broke Again,Rod Wave
195,I Know,YoungBoy Never Broke Again,N/A
140,5 Foot 9,Tyler Hubbard,N/A
5,Super Freaky Girl,Nicki Minaj,N/A
53,Alone,Rod Wave,N/A
74,I'm Invincible,Ado,N/A
78,Yungen,Rod Wave,Jack Harlow
101,Fleeting Lullaby,Ado,N/A
67,Caile,Luar La L,N/A
153,Never Get Over Me,Rod Wave,N/A
164,Her,Megan Thee Stallion,N/A
55,Lokera,"Rauw Alejandro, Lyanno & Brray",N/A
177,Sweet Little Lies,Rod Wave,N/A
113,Murder In My Mind,Kordhell,N/A
143,Heartless,Kanye West,N/A
1,Pink Venom,BLACKPINK,N/A
20,After Like,IVE,N/A
68,Where It Ends,Bailey Zimmerman,N/A
50,Mary On A Cross,Ghost,N/A
134,Tot Musica,Ado,N/A
94,I'm Not The Only One,Sam Smith,N/A
167,29,Demi Lovato,N/A
172,Terminator,Asake,N/A
174,Siempre Pendientes,Peso Pluma X Luis R Conriquez,N/A
178,Dah Dah DahDah,Nardo Wick,N/A
42,Viva La Vida,Coldplay,N/A
6,Hold Me Closer,Elton John & Britney Spears,N/A
18,Talk That Talk,TWICE,N/A
2,I'm Good (Blue),David Guetta & Bebe Rexha,N/A
23,Gatubela,Karol G x Maldy,N/A
24,God Did,DJ Khaled,"Rick Ross, Lil Wayne, JAY-Z, John Legend & Fridayy"
53,Beautiful,DJ Khaled,Future & SZA
62,Big Time,DJ Khaled,Future & Lil Baby
64,Beat The Odds,Lil Tjay,N/A
77,Use This Gospel (Remix),DJ Khaled,Kanye West & Eminem
13,Golden Hour,JVKE,N/A
99,Juice WRLD Did,DJ Khaled,Juice WRLD
113,Keep Going,DJ Khaled,"Lil Durk, 21 Savage & Roddy Ricch"
122,Party,DJ Khaled,Quavo & Takeoff
146,No Secret,DJ Khaled,Drake
173,Let's Pray,DJ Khaled,Don Toliver & Travis Scott
185,It Ain't Safe,DJ Khaled,Nardo Wick & Kodak Black
169,La Inocente,Mora & Feid,N/A
140,Atlantis,Seafret,N/A
47,B.O.T.A. (Baddest Of Them All),Eliza Rose & Interplanetary Criminal,N/A
59,Detox,Lil Baby,N/A
85,Talk,Yeat,N/A
112,New Gold,Gorillaz,Tame Impala & Bootie Brown
79,Ku Lo Sa,Oxlade,N/A
87,Billie Eilish.,Armani White,N/A
134,El Panuelo,Romeo Santos & Rosalia,N/A
104,Bound 2,Kanye West,N/A
177,Mercedes Tintea,Anuel AA,N/A
35,Romantic Homicide,d4vd,N/A
61,Feliz Cumpleanos Ferxxo,Feid,N/A
189,World's Smallest Violin,AJR,N/A
55,I Wanna Be Yours,Arctic Monkeys,N/A
169,Freestyle,Lil Baby,N/A
128,"Sex, Drugs, Etc.",Beach Weather,N/A
48,Forget Me,Lewis Capaldi,N/A
62,Thank God,Kane Brown With Katelyn Brown,N/A
159,Static,Steve Lacy,N/A
166,The Scientist,Coldplay,N/A
118,Shinunoga E-Wa,Fujii Kaze,N/A
1,Shut Down,BLACKPINK,N/A
16,Typa Girl,BLACKPINK,N/A
27,Hard To Love,BLACKPINK,N/A
34,The Happiest Girl,BLACKPINK,N/A
43,Yeah Yeah Yeah,BLACKPINK,N/A
52,Tally,BLACKPINK,N/A
102,Hotel,Montell Fish,N/A
59,Evergreen,Omar Apollo,N/A
114,Vista Al Mar,Quevedo,N/A
172,Prohibidox,Feid,N/A
186,Party En El Barrio,Paulo Londra,Duki
1,Unholy,Sam Smith & Kim Petras,N/A
21,Star Walkin' (League Of Legends Worlds Anthem),Lil Nas X,N/A
39,Tomorrow 2,GloRilla & Cardi B,N/A
91,Bamba,Luciano & Aitch,BIA
102,Rush Hour,Crush,j-hope
31,No Se Va,Grupo Frontera,N/A
114,I Really Want To Stay At Your House,Rosa Walton,N/A
155,Dice,NMIXX,N/A
102,Baby Otaku,Pablo Pesadilla x Polima Westcoast x Nicko OG,N/A
129,Apocalypse,Cigarettes After Sex,N/A
42,Celestial,Ed Sheeran,N/A
76,The Blessing,YOASOBI,N/A
102,Belki,Dedubluman,Mavzer Tabancas
104,We Fell In Love In October,girl in red,N/A
156,Uh Oh,Tate McRae,N/A
82,How Do I Say Goodbye,Dean Lewis,N/A
102,Besos Moja2,Wisin & Yandel + Rosalia,N/A
120,Somewhere Only We Know,Keane,N/A
59,Case 143,Stray Kids,N/A
13,Kick Back,Kenshi Yonezu,N/A
75,The Loneliest,Maneskin,N/A
11,Miss You,Oliver Tree & Robin Schulz,N/A
72,Punto 40,Rauw Alejandro & Baby Rasta,N/A
29,Poland,Lil Yachty,N/A
147,Dark Horse,Katy Perry,Juicy J
140,Overdose,natori,N/A
195,After Dark,Mr.Kitty,N/A
15,California Breeze,Lil Baby,N/A
21,Real Spill,Lil Baby,N/A
23,Forever,Lil Baby,Fridayy
28,Pop Out,Lil Baby & Nardo Wick,N/A
32,Never Hating,Lil Baby & Young Thug,N/A
29,Subtitle,Official HIGE DANdism,N/A
36,Stand On It,Lil Baby,N/A
38,Heyy,Lil Baby,N/A
39,Not Finished,Lil Baby,N/A
56,Bye Bye,Marshmello & Juice WRLD,N/A
61,Perfect Timing,Lil Baby,N/A
71,Miss You,southstar,N/A
75,From Now On,Lil Baby,Future
78,Edging,blink-182,N/A
38,Antifragile,LE SSERAFIM,N/A
92,Waterfall Flow,Lil Baby,N/A
109,Everything,Lil Baby,N/A
114,Double Down,Lil Baby,N/A
132,Cost To Be Alive,Lil Baby & Rylo Rodriguez,N/A
135,Shiest Talk,Lil Baby,Pooh Shiesty
152,Chainsaw Blood,VAUNDY,N/A
42,Mockingbird,Eminem,N/A
159,Top Priority,Lil Baby,N/A
170,Back And Forth,Lil Baby & EST Gee,N/A
172,Danger,Lil Baby,N/A
175,Russian Roulette,Lil Baby,N/A
191,FR,Lil Baby,N/A
26,Just Wanna Rock,Lil Uzi Vert,N/A
27,Hey Mor,Ozuna,Feid
1,Anti-Hero,Taylor Swift,N/A
2,Lavender Haze,Taylor Swift,N/A
3,Snow On The Beach,Taylor Swift,Lana Del Rey
4,Maroon,Taylor Swift,N/A
5,Midnight Rain,Taylor Swift,N/A
7,"You're On Your Own, Kid",Taylor Swift,N/A
8,Bejeweled,Taylor Swift,N/A
9,Vigilante Shit,Taylor Swift,N/A
6,Karma,Taylor Swift,Ice Spice
11,Question...?,Taylor Swift,N/A
12,Labyrinth,Taylor Swift,N/A
13,Mastermind,Taylor Swift,N/A
14,Sweet Nothing,Taylor Swift,N/A
18,Monotonia,Shakira + Ozuna,N/A
21,"Would've, Could've, Should've",Taylor Swift,N/A
22,Bigger Than The Whole Sky,Taylor Swift,N/A
24,The Great War,Taylor Swift,N/A
30,Paris,Taylor Swift,N/A
31,High Infidelity,Taylor Swift,N/A
35,Glitch,Taylor Swift,N/A
37,Dear Reader,Taylor Swift,N/A
50,Nxde,(G)I-DLE,N/A
6,Made You Look,Meghan Trainor,N/A
155,Eu Gosto Assim,Gustavo Mioto & Mari Fernandez,N/A
3,Lift Me Up,Rihanna,N/A
10,The Astronaut,JIN,N/A
18,Shirt,SZA,N/A
28,Just Dance!,Travis Japan,N/A
55,In My Head,Juice WRLD,N/A
138,Sweet Dreams (Are Made Of This),Eurythmics,N/A
1,Rich Flex,Drake & 21 Savage,N/A
3,Major Distribution,Drake & 21 Savage,N/A
5,On BS,Drake & 21 Savage,N/A
6,Pussy & Millions,Drake & 21 Savage,Travis Scott
7,Spin Bout U,Drake & 21 Savage,N/A
8,Circo Loco,Drake & 21 Savage,N/A
9,Privileged Rappers,Drake & 21 Savage,N/A
10,BackOutsideBoyz,Drake,N/A
12,Broke Boys,Drake & 21 Savage,N/A
13,Hours In Silence,Drake & 21 Savage,N/A
14,Treacherous Twins,Drake & 21 Savage,N/A
17,Middle Of The Ocean,Drake,N/A
21,Jumbotron Shit Poppin,Drake,N/A
28,More M's,Drake & 21 Savage,N/A
34,Die For You,Joji,N/A
40,I Guess It's Fuck Me,Drake,N/A
45,3AM On Glenwood,21 Savage,N/A
80,My Mind & Me,Selena Gomez,N/A
133,I'm Yours,Isabel LaRosa,N/A
135,Feeling Like The End,Joji,N/A
141,Before The Day Is Over,Joji,N/A
110,Dream On,Aerosmith,N/A
38,10:35,Tiesto,Tate McRae
192,Night Rider,Joji,N/A
198,APA,Mora & Quevedo,N/A
103,Con La Brisa,Foudeqush & Ludwig Goransson,N/A
132,Born Again,Rihanna,N/A
143,Alone,Burna Boy,N/A
33,"Bzrp Music Sessions, Vol. 50",Bizarrap & Duki,N/A
118,Wait In The Truck,HARDY,Lainey Wilson
34,Here With Me,d4vd,N/A
9,Dreamers (Music From The FIFA World Cup Qatar 2022),Jung Kook,N/A
82,Down In Atlanta,Pharrell Williams & Travis Scott,N/A
51,Cairo,Karol G & Ovy On The Drums,N/A
87,Waka Waka (This Time For Africa),Shakira,Freshlyground
106,Tukoh Taka (Music From The FIFA World Cup Qatar 2022),Nicki Minaj x Maluma x Myriam Fares,N/A
147,Evoque Prata,MC MENOR HR E MC Menor SG & DJ ESCOBAR,N/A
7,Escapism,RAYE,070 Shake
95,Que Agonia,Yuridia & Angela Aguilar,N/A
64,Shut Up My Moms Calling,Hotel Ugly,N/A
3,Creepin',"Metro Boomin, The Weeknd & 21 Savage",N/A
8,Superhero (Heroes & Villains),"Metro Boomin, Future & Chris Brown",N/A
14,La Jumpa,Arcangel & Bad Bunny,N/A
21,Niagara Falls (Foot Or 2),"Metro Boomin, Travis Scott & 21 Savage",N/A
23,Too Many Nights,Metro Boomin,Don Toliver & Future
29,Umbrella,"Metro Boomin, 21 Savage & Young Nudy",N/A
30,Raindrops (Insane),Metro Boomin & Travis Scott,N/A
35,Wild Flower,RM With Youjeen,N/A
42,Trance,"Metro Boomin, Travis Scott & Young Thug",N/A
46,On Time,Metro Boomin & John Legend,N/A
47,Metro Spider,Metro Boomin & Young Thug,N/A
31,Bloody Mary,Lady Gaga,N/A
56,Around Me,Metro Boomin,Don Toliver
59,Walk Em Down (Don't Kill Civilians),Metro Boomin & 21 Savage,Mustafa
69,I Can't Save You (Interlude),Metro Boomin & Future,Don Toliver
24,One Thing At A Time,Morgan Wallen,N/A
83,Feel The Fiyaaaah,Metro Boomin & A$AP Rocky,Takeoff
95,Tennessee Fan,Morgan Wallen,N/A
97,All The Money (Bonus),Metro Boomin & Gunna,N/A
98,Lock On Me,"Metro Boomin, Travis Scott & Future",N/A
120,Days That End In Why,Morgan Wallen,N/A
97,Antidepresan,Mert Demir & Mabel Matiz,N/A
79,Someday At Christmas,Lizzo,N/A
187,Still Life,RM With Anderson .Paak,N/A
1,Kill Bill,SZA,N/A
12,Nobody Gets Me,SZA,N/A
19,Blind,SZA,N/A
24,Low,SZA,N/A
26,Love Language,SZA,N/A
27,Seek & Destroy,SZA,N/A
34,Used,SZA,Don Toliver
6,Snooze,SZA,N/A
37,SOS,SZA,N/A
49,Special,SZA,N/A
52,Ghost In The Machine,SZA,Phoebe Bridgers
61,Gone Girl,SZA,N/A
62,Notice Me,SZA,N/A
67,Open Arms,SZA,Travis Scott
69,F2F,SZA,N/A
71,Smoking On My Ex Pack,SZA,N/A
83,Conceited,SZA,N/A
95,Too Late,SZA,N/A
97,Far,SZA,N/A
147,First Love,Utada Hikaru,N/A
113,Gatita,Bellakath,N/A
164,Forgiveless,SZA,Ol' Dirty Bastard
31,Let Go,Central Cee,N/A
8,Ditto,NewJeans,N/A
70,Marisola,Cris Mj,Standly
150,Face 2 Face,Juice WRLD,N/A
13,Sure Thing,Miguel,N/A
156,Nothing Is Lost (You Give Me Strength),The Weeknd,N/A
116,Someday At Christmas,Stevie Wonder,N/A
133,Winter Wonderland,Bing Crosby,N/A
198,Candy,NCT DREAM,N/A
101,Metamorphosis,INTERWORLD,N/A
28,Gato de Noche,Nengo Flow & Bad Bunny,N/A
85,Santa Claus Is Coming To Town,Frank Sinatra,N/A
34,Que Vuelvas,Carin Leon X Grupo Frontera,N/A
119,Bombonzinho,Israel & Rodolffo & Ana Castela,N/A
145,Rudolph The Red-Nosed Reindeer,Burl Ives,N/A
10,OMG,NewJeans,N/A
17,Bebe Dame,Fuerza Regida X Grupo Frontera,N/A
121,Maan Meri Jaan,King,N/A
85,The Color Violet,Tory Lanez,N/A
66,Punto G,Quevedo,N/A
144,"Going, Going, Gone",Luke Combs,N/A
121,Spit In My Face!,ThxSoMch,N/A
190,I Wanna Dance With Somebody (Who Loves Me),Whitney Houston & P2J,N/A
190,Heart Like A Truck,Lainey Wilson,N/A
2,"Bzrp Music Sessions, Vol. 53",Bizarrap & Shakira,N/A
